year,category,full_name,show,won
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KYLE MacLACHLAN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,LYNDSY FONSECA,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MARCIA CROSS,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,NATHAN FILLION,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,NICOLLETTE SHERIDAN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,RACHEL FOX,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,RICARDO ANTONIO CHAVIRA,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,SHANE KINSMAN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,SHAWN PYFROM,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,TERI HATCHER,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ZANE HUETT,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ADRIAN GRENIER,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JEREMY PIVEN,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JERRY FERRARA,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN CONNOLLY,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DILLON,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,PERREY REEVES,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,REX LEE,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,RHYS COIRO,ENTOURAGE,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MELORA HARDIN,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NUÑEZ,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,STEVE CARELL,THE OFFICE,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ALAN DALE,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,AMERICA FERRERA,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ANA ORTIZ,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ASHLEY JENSEN,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,BECKI NEWTON,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,CHRISTOPHER GORHAM,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC MABIUS,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JUDITH LIGHT,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MARK INDELICATO,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL URIE,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,REBECCA ROMIJN,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,TONY PLANA,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,VANESSA WILLIAMS,UGLY BETTY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,,BOSOTN LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CANDICE BERGEN,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTIAN CLEMENSON,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CONSTANCE ZIMMER,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,GARY ANTHONY WILLIAMS,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES SPADER,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN LARROQUETTE,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JULIE BOWEN,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MARK VALLEY,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,RENE AUBERJONOIS,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,SAFFRON BURROWS,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,TARA SUMMERS,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,TARAJI P. HENSON,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM SHATNER,BOSTON LEGAL,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,BROOKE SMITH,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CHANDRA WILSON,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CHYLER LEIGH,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ELIZABETH REASER,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ELLEN POMPEO,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ERIC DANE,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ISAIAH WASHINGTON,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,"JAMES PICKENS, JR.",GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JUSTIN CHAMBERS,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,KATE WALSH,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,KATHERINE HEIGL,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,PATRICK DEMPSEY,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,SANDRA OH,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,SARA RAMIREZ,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,T.R. KNIGHT,GREY'S ANATOMY,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,AARON STATON,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ANNE DUDEK,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN BATT,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA HENDRICKS,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH MOSS,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JANUARY JONES,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SLATTERY,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JON HAMM,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MAGGIE SIFF,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL GLADIS,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,RICH SOMMER,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT MORSE,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT KARTHEISER,MAD MEN,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,COREY REYNOLDS,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,G.W. BAILEY,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,GINA RAVERA,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,J.K. SIMMONS,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JON TENNEY,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL PAUL CHAN,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,PHILLIP P. KEENE,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,RAYMOND CRUZ,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT GOSSETT,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,TONY DENISON,THE CLOSER,False
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,AIDA TURTURRO,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ARTHUR NASCARELLA,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,DAN GRIMALDI,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,EDIE FALCO,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,FRANK VINCENT,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,GREGORY ANTONACCI,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,JAMIE-LYNN SIGLER,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,LORRAINE BRACCO,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MATT SERVITTO,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL IMPERIOLI,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT ILER,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN R. SCHIRRIPA,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,STEVEN VAN ZANDT,THE SOPRANOS,True
2008 - 14th Annual,ENSEMBLE IN A DRAMA SERIES,TONY SIRICO,THE SOPRANOS,True
2008 - 14th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,True
2008 - 14th Annual,FEMALE COMEDY SERIES,CHRISTINA APPLEGATE,SAMANTHA WHO?,False
2008 - 14th Annual,FEMALE COMEDY SERIES,AMERICA FERRERA,UGLY BETTY,False
2008 - 14th Annual,FEMALE COMEDY SERIES,VANESSA WILLIAMS,UGLY BETTY,False
2008 - 14th Annual,FEMALE COMEDY SERIES,MARY-LOUISE PARKER,WEEDS,False
2008 - 14th Annual,FEMALE DRAMA SERIES,SALLY FIELD,BROTHERS & SISTERS,False
2008 - 14th Annual,FEMALE DRAMA SERIES,GLENN CLOSE,DAMAGES,False
2008 - 14th Annual,FEMALE DRAMA SERIES,HOLLY HUNTER,SAVING GRACE,False
2008 - 14th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,False
2008 - 14th Annual,FEMALE DRAMA SERIES,EDIE FALCO,THE SOPRANOS,True
2008 - 14th Annual,FEMALE LEAD ROLE,ANGELINA JOLIE,A MIGHTY HEART,False
2008 - 14th Annual,FEMALE LEAD ROLE,JULIE CHRISTIE,AWAY FROM HER,True
2008 - 14th Annual,FEMALE LEAD ROLE,CATE BLANCHETT,ELIZABETH: THE GOLDEN AGE,False
2008 - 14th Annual,FEMALE LEAD ROLE,ELLEN PAGE,JUNO,False
2008 - 14th Annual,FEMALE LEAD ROLE,MARION COTILLARD,LA VIE EN ROSE,False
2008 - 14th Annual,FEMALE SUPPORTING ROLE,RUBY DEE,AMERICAN GANGSTER,True
2008 - 14th Annual,FEMALE SUPPORTING ROLE,AMY RYAN,GONE BABY GONE,False
2008 - 14th Annual,FEMALE SUPPORTING ROLE,CATE BLANCHETT,I'M NOT THERE,False
2008 - 14th Annual,FEMALE SUPPORTING ROLE,CATHERINE KEENER,INTO THE WILD,False
2008 - 14th Annual,FEMALE SUPPORTING ROLE,TILDA SWINTON,MICHAEL CLAYTON,False
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,ANNA PAQUIN,BURY MY HEART AT WOUNDED KNEE,False
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,QUEEN LATIFAH,LIFE SUPPORT,True
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,ELLEN BURSTYN,THE COMPANY,False
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,VANESSA REDGRAVE,THE FEVER,False
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,DEBRA MESSING,THE STARTER WIFE,False
2008 - 14th Annual,FEMALE TV MOVIE OR MINISERIES,GENA ROWLANDS,WHAT IF GOD WERE THE SUN,False
2008 - 14th Annual,LIFE ACHIEVEMENT,CHARLES DURNING,N/A,True
2008 - 14th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,True
2008 - 14th Annual,MALE COMEDY SERIES,JEREMY PIVEN,ENTOURAGE,False
2008 - 14th Annual,MALE COMEDY SERIES,RICKY GERVAIS,EXTRAS,False
2008 - 14th Annual,MALE COMEDY SERIES,TONY SHALHOUB,MONK,False
2008 - 14th Annual,MALE COMEDY SERIES,STEVE CARELL,THE OFFICE,False
2008 - 14th Annual,MALE DRAMA SERIES,JAMES SPADER,BOSTON LEGAL,False
2008 - 14th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,False
2008 - 14th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,False
2008 - 14th Annual,MALE DRAMA SERIES,JON HAMM,MAD MEN,False
2008 - 14th Annual,MALE DRAMA SERIES,JAMES GANDOLFINI,THE SOPRANOS,True
2008 - 14th Annual,MALE LEAD ROLE,VIGGO MORTENSEN,EASTERN PROMISES,False
2008 - 14th Annual,MALE LEAD ROLE,EMILE HIRSCH,INTO THE WILD,False
2008 - 14th Annual,MALE LEAD ROLE,RYAN GOSLING,LARS AND THE REAL GIRL,False
2008 - 14th Annual,MALE LEAD ROLE,GEORGE CLOONEY,MICHAEL CLAYTON,False
2008 - 14th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,THERE WILL BE BLOOD,True
2008 - 14th Annual,MALE SUPPORTING ROLE,HAL HOLBROOK,INTO THE WILD,False
2008 - 14th Annual,MALE SUPPORTING ROLE,TOM WILKINSON,MICHAEL CLAYTON,False
2008 - 14th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,NO COUNTRY FOR OLD MEN,False
2008 - 14th Annual,MALE SUPPORTING ROLE,CASEY AFFLECK,THE ASSINATION OF JESSE JAMES BY THE COWARD ROBERT FORD,False
2008 - 14th Annual,MALE TV MOVIE OR MINISERIES,KEVIN KLINE,AS YOU LIKE IT,True
2008 - 14th Annual,MALE TV MOVIE OR MINISERIES,SAM SHEPARD,RUFFIAN,False
2008 - 14th Annual,MALE TV MOVIE OR MINISERIES,JOHN TURTURRO,THE BRONX IS BURNING,False
2008 - 14th Annual,MALE TV MOVIE OR MINISERIES,OLIVER PLATT,THE BRONX IS BURNING,False
2008 - 14th Annual,MALE TV MOVIE OR MINISERIES,MICHAEL KEATON,THE COMPANY,False
2008 - 14th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,300,False
2008 - 14th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,I AM LEGEND,False
2008 - 14th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,PIRATES OF THE CARIBBEAN: AT WORLD'S END,False
2008 - 14th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BOURNE ULTIMATUM,True
2008 - 14th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE KINGDOM,False
2008 - 14th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,24,True
2008 - 14th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,HEROES,False
2008 - 14th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,LOST,False
2008 - 14th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,ROME,False
2008 - 14th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE UNIT,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ADRIANA BARRAZA,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,BRAD PITT,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,CATE BLANCHETT,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,GAEL GARCÍA BERNAL,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,KÔJI YAKUSHO,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,RINKO KIKUCHI,BABEL,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ANTHONY HOPKINS,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ASHTON KUTCHER,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,BRIAN GERAGHTY,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,CHRISTIAN SLATER,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,DAVID KRUMHOLTZ,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,DEMI MOORE,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ELIJAH WOOD,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,EMILIO ESTEVEZ,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,FREDDY RODRIGUEZ,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,HARRY BELAFONTE,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,HEATHER GRAHAM,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,HELEN HUNT,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JACOB VARGAS,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JOSHUA JACKSON,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JOY BRYANT,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,LAURENCE FISHBURNE,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,LINDSAY LOHAN,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,MARTIN SHEEN,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,MARY ELIZABETH WINSTEAD,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,NICK CANNON,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,SHARON STONE,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,SHIA LaBOEUF,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,SVETLANA METKINA,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,WILLIAM H. MACY,BOBBY,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ANIKA NONI ROSE,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,BEYONCÉ KNOWLES,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,DANNY GLOVER,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,EDDIE MURPHY,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JAMIE FOXX,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JENNIFER HUDSON,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,KEITH ROBINSON,DREAMGIRLS,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ABIGAIL BRESLIN,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,ALAN ARKIN,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,GREG KINNEAR,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,PAUL DANO,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,STEVE CARELL,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,TONI COLLETTE,LITTLE MISS SUNSHINE,True
2007 - 13th Annual,CAST IN A MOTION PICTURE,ALEC BALDWIN,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,ANTHONY ANDERSON,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,JACK NICHOLSON,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,LEONARDO DiCAPRIO,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,MARK WAHLBERG,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,MARTIN SHEEN,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,MATT DAMON,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,RAY WINSTONE,THE DEPARTED,False
2007 - 13th Annual,CAST IN A MOTION PICTURE,VERA FARMIGA,THE DEPARTED,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,ALFRE WOODARD,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,ANDREA BOWEN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,BRENDA STRONG,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,BRENT KINSMAN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,DOUG SAVANT,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,DOUGRAY SCOTT,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,EVA LONGORIA,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES DENTON,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,JOSH HENDERSON,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,JOY LAUREN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,KATHRYN JOOSTEN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,KIERSTEN WARREN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,KYLE MacLACHLAN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,LAURIE METCALF,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,MARCIA CROSS,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,MEHCAD BROOKS,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,NASHAWN KEARSE,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,NICOLLETTE SHERIDAN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,RICARDO ANTONIO CHAVIRA,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,RICHARD BURGI,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,SHANE KINSMAN,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,SHAWN PYFROM,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,TERI HATCHER,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,ZANE HUETT,DESPERATE HOUSEWIVES,False
2007 - 13th Annual,ENSEMBLE IN A COMEDY SERIES,,ENTOURAGE,False
